0b0,8000,1.2232399988066103e-19,3.232249490427571e-19,5.459204993184164e-19,2.4863902794428043e-19,1.5618573185046864e-18,2.5295064148207606e-18,4.509982682716177e-19,2.0013506175421719e-19,4.509982682716177e-19,2.0013506175421719e-19,1.3051507937014855e-19,3.1572888540468115e-19,1.3051507937014855e-19,3.1572888540468115e-19
0b0,4000,3.27662969241086e-20,1.1888832414153464e-19,4.0080218062089863e-19,2.21575987531969e-19,1.1771326311947867e-18,1.9779796881538817e-18,1.817136087622804e-19,6.752886852118937e-20,1.817136087622804e-19,6.752886852118931e-20,4.128173949519986e-20,1.2529367736739165e-19,4.128173949519986e-20,1.2529367736739165e-19
0b0,2000,1.2613618069500168e-20,5.260114124773116e-20,1.5998060090088198e-19,9.85873506567731e-20,9.975116997158351e-19,1.7155739935781246e-18,7.556671133704728e-20,2.619899070416831e-20,7.5566711337628e-20,2.619899070418477e-20,1.4051265438753976e-20,5.32982390606493e-20,1.4051265438753976e-20,5.32982390606493e-20
0b0,1000,6.113309176894348e-21,2.588790969130423e-20,7.222672052377105e-20,4.711111802154553e-20,8.4457222087758025e-19,1.5380701842279472e-18,3.683940773518108e-20,1.3841111826522922e-20,3.683940773515375e-20,1.3841111826821426e-20,6.717205766328045e-21,2.6046899146601774e-20,6.717205766328045e-21,2.6046899146601937e-20
0b0,500,3.49649199205919e-21,1.3429839142403767e-20,4.531359729285425e-20,3.2646797137980184e-20,7.272286352046393e-19,1.4197049917741937e-18,1.9985324757600076e-20,8.584551475664291e-21,1.9985324757547317e-20,8.584551475399244e-21,3.3189804341100934e-21,1.2908637751572034e-20,3.318980433937902e-21,1.2908637751569294e-20
0b0,400,3.0092850804945952e-21,1.0983907139515867e-20,4.075554703881921e-20,3.0356838494654705e-20,6.977854118564972e-19,1.392737580756433e-18,1.680189685162035e-20,7.676806724368158e-21,1.6801896851594535e-20,7.676806724317192e-21,2.741027747080323e-21,1.0404928055399198e-20,2.7410277470769733e-21,1.0404928055399995e-20
0b0,320,2.6223104499293215e-21,9.031073190586185e-21,3.7119873764441645e-20,2.851712169394383e-20,6.727864793149309e-19,1.3685031395366065e-18,1.425968034769753e-20,6.951993150407596e-21,1.4259680347680925e-20,6.951993150362183e-21,2.2901433450494534e-21,8.416283564851119e-21,2.2901433450604805e-21,8.416283564864616e-21
0b0,200,2.0419106185015344e-21,6.102813925529719e-21,3.154551459972184e-20,2.56214638098425e-20,6.329925236245584e-19,1.3247818129339066e-18,1.0450543482212246e-20,5.8673618859505765e-21,1.0450543482462879e-20,5.867361885941723e-21,1.6288989230537216e-21,5.452119126316896e-21,1.6288989230675932e-21,5.4521191263140754e-21
0b0,100,1.5544470557194912e-21,3.658844970231218e-21,2.670482221507277e-20,2.3005858801761737e-20,5.964158176115213e-19,1.2773902965600012e-18,7.269151901414808e-21,4.959472131336641e-21,7.269151901391113e-21,4.959472131356377e-21,1.0884608148381549e-21,2.9925405584887128e-21,1.0884608148425309e-21,2.992540558499154e-21
0b1,8000,3.232249490427571e-19,1.2232399988066103e-19,2.4863902794428043e-19,5.459204993184164e-19,2.5295064148207606e-18,1.5618573185046864e-18,2.0013506175421719e-19,4.509982682716177e-19,2.0013506175421719e-19,4.509982682716178e-19,3.1572888540468115e-19,1.3051507937014855e-19,3.1572888540468115e-19,1.3051507937014855e-19
0b1,4000,1.1888832414153464e-19,3.27662969241086e-20,2.21575987531969e-19,4.0080218062089863e-19,1.9779796881538817e-18,1.1771326311947867e-18,6.752886852118931e-20,1.817136087622804e-19,6.752886852118937e-20,1.817136087622804e-19,1.2529367736739165e-19,4.128173949519986e-20,1.2529367736739143e-19,4.128173949519986e-20
0b1,2000,5.260114124773134e-20,1.2613618069500168e-20,9.85873506567731e-20,1.5998060090088198e-19,1.7155739935781246e-18,9.975116997158525e-19,2.6198990705189486e-20,7.5566711337628e-20,2.6198990704195685e-20,7.556671133931764e-20,5.329823902785531e-20,1.4051265438225082e-20,5.3298239060646764e-20,1.4051265438208577e-20
0b1,1000,2.5887909691304232e-20,6.113309176894348e-21,4.7111118021553616e-20,7.222672052377105e-20,1.5380701842279744e-18,8.4457222087758025e-19,1.3841111826821523e-20,3.683940773523886e-20,1.3841111826560842e-20,3.6839407735237647e-20,2.604689914661104e-20,6.717205766325256e-21,2.604689914661104e-20,6.717205766328051e-21
0b1,500,1.3429839142388958e-20,3.4964919920444174e-21,3.2646797137283756e-20,4.5313597292854247e-20,1.41970499177418e-18,7.272286352046421e-19,8.584551475735966e-21,1.9985324757279128e-20,8.58455147543666e-21,1.9985324757225326e-20,1.2908637751048022e-20,3.3189804338907676e-21,1.2908637750577639e-20,3.3189804338909594e-21
0b1,400,1.0983907139506669e-20,3.009285080514432e-21,3.0356838494625076e-20,4.0755547038801557e-20,1.3927375807564764e-18,6.977854118564698e-19,7.676806724304002e-21,1.680189685159026e-20,7.676806724530099e-21,1.68018968521216e-20,1.0404928055796758e-20,2.7410277470222284e-21,1.0404928056892731e-20,2.7410277471196308e-21
0b1,320,9.031073190563937e-21,2.6223104494256946e-21,2.851712169392676e-20,3.711987376443148e-20,1.3685031395366662e-18,6.727864793143858e-19,6.951993150395288e-21,1.4259680347738784e-20,6.951993150389652e-21,1.4259680347256594e-20,8.41628356486404e-21,2.2901433450957348e-21,8.416283565071686e-21,2.290143345019812e-21
0b1,200,6.102813925546027e-21,2.0419106185123113e-21,2.5621463809837663e-20,3.1545514599713595e-20,1.3247818129339066e-18,6.329925236245654e-19,5.867361885916309e-21,1.0450543482245443e-20,5.867361885932344e-21,1.0450543482803519e-20,5.452119126229604e-21,1.628898923052527e-21,5.4521191262602494e-21,1.6288989230880312e-21
0b1,100,3.658844970230533e-21,1.5544470557023967e-21,2.300585880174879e-20,2.6704822215058916e-20,1.277390296559954e-18,5.964158176115205e-19,4.959472131324709e-21,7.269151901380406e-21,4.95947213134618e-21,7.269151901350499e-21,2.992540558427041e-21,1.0884608148718603e-21,2.9925405584411626e-21,1.0884608148521617e-21
